Thread,Schedule,Time
1,"static",0.803116
2,"static",0.631857
4,"static",0.535800
8,"static",0.481912
12,"static",0.523880
1,"dynamic,16",0.781374
2,"dynamic,16",0.450709
4,"dynamic,16",0.319125
8,"dynamic,16",0.235904
12,"dynamic,16",0.304989
1,"guided",0.775615
2,"guided",0.651531
4,"guided",0.403463
8,"guided",0.336094
12,"guided",0.306673
