Thread,Schedule,Time
1,"static",110.496957
2,"static",96.408895
4,"static",60.673959
8,"static",59.921488
12,"static",42.427234
1,"dynamic,16",111.182961
2,"dynamic,16",61.679455
4,"dynamic,16",44.645254
8,"dynamic,16",33.626062
12,"dynamic,16",30.308441
1,"guided",110.857084
2,"guided",89.461736
4,"guided",59.941958
8,"guided",42.885758
12,"guided",38.555972
